,AT,SA,DA,Length,SRCE,DSTI
2177,2020-05-23 20:37:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
2189,2020-05-23 20:37:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2191,2020-05-23 20:37:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1527,Google_home,Actie_uitsturen
2193,2020-05-23 20:37:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3051,Google_speaker,Actie_uitsturen
2196,2020-05-23 20:37:30+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2198,2020-05-23 20:37:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,738,Phone1,Actie_uitsturen
2204,2020-05-23 20:37:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
2214,2020-05-23 20:37:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2220,2020-05-23 20:37:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2229,2020-05-23 20:37:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2230,2020-05-23 20:37:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2232,2020-05-23 20:38:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
2234,2020-05-23 20:38:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
2235,2020-05-23 20:38:00+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2239,2020-05-23 20:38:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2250,2020-05-23 20:38:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2251,2020-05-23 20:38:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2253,2020-05-23 20:38:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,717,Google_speaker,Actie_uitsturen
2257,2020-05-23 20:38:20+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
2264,2020-05-23 20:38:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2269,2020-05-23 20:38:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3784,Google_speaker,Actie_uitsturen
2271,2020-05-23 20:38:30+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2275,2020-05-23 20:38:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2276,2020-05-23 20:38:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1033,Google_home,Actie_uitsturen
2277,2020-05-23 20:38:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2278,2020-05-23 20:38:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1501,Google_home,Actie_uitsturen
2283,2020-05-23 20:38:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1619,Google_speaker,Actie_uitsturen
2288,2020-05-23 20:38:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2291,2020-05-23 20:38:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
2296,2020-05-23 20:38:50+02:00,78:88:6d:96:a7:a2,33:33:00:00:00:fb,341,Tablet,Actie_uitsturen
2297,2020-05-23 20:38:50+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,321,Tablet,Actie_uitsturen
2299,2020-05-23 20:38:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2301,2020-05-23 20:38:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1231,Google_home,Actie_uitsturen
2302,2020-05-23 20:38:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1869,Google_speaker,Actie_uitsturen
2307,2020-05-23 20:38:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
2308,2020-05-23 20:38:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2309,2020-05-23 20:38:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,321,Tablet,Actie_uitsturen
2315,2020-05-23 20:38:55+02:00,78:88:6d:96:a7:a2,33:33:00:00:00:fb,341,Tablet,Actie_uitsturen
2318,2020-05-23 20:39:00+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
2319,2020-05-23 20:39:00+02:00,78:88:6d:96:a7:a2,33:33:00:00:00:fb,341,Tablet,Actie_uitsturen
2320,2020-05-23 20:39:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2064,Google_speaker,Actie_uitsturen
2321,2020-05-23 20:39:00+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,741,Tablet,Actie_uitsturen
2325,2020-05-23 20:39:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1033,Google_home,Actie_uitsturen
2326,2020-05-23 20:39:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2327,2020-05-23 20:39:05+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,420,Tablet,Actie_uitsturen
2331,2020-05-23 20:39:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1544,Google_speaker,Actie_uitsturen
2334,2020-05-23 20:39:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1033,Google_home,Actie_uitsturen
2335,2020-05-23 20:39:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2336,2020-05-23 20:39:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
2342,2020-05-23 20:39:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,3926,Router_intern,Actie_uitsturen
2343,2020-05-23 20:39:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2345,2020-05-23 20:39:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2347,2020-05-23 20:39:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2358,2020-05-23 20:39:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
2362,2020-05-23 20:39:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
2364,2020-05-23 20:39:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2367,2020-05-23 20:39:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
2369,2020-05-23 20:39:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2370,2020-05-23 20:39:35+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2371,2020-05-23 20:39:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
2383,2020-05-23 20:39:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2390,2020-05-23 20:39:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2391,2020-05-23 20:39:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2395,2020-05-23 20:39:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2396,2020-05-23 20:39:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2405,2020-05-23 20:40:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
2406,2020-05-23 20:40:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2407,2020-05-23 20:40:05+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2409,2020-05-23 20:40:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
2415,2020-05-23 20:40:15+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2416,2020-05-23 20:40:15+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
2418,2020-05-23 20:40:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,829,Google_speaker,Actie_uitsturen
2419,2020-05-23 20:40:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,521,Google_home,Actie_uitsturen
2424,2020-05-23 20:40:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2429,2020-05-23 20:40:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2437,2020-05-23 20:40:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2438,2020-05-23 20:40:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2441,2020-05-23 20:40:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2444,2020-05-23 20:40:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1932,Google_home,Actie_uitsturen
2447,2020-05-23 20:40:35+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
2448,2020-05-23 20:40:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2450,2020-05-23 20:40:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3739,Google_speaker,Actie_uitsturen
2451,2020-05-23 20:40:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
2452,2020-05-23 20:40:40+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
2457,2020-05-23 20:40:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2460,2020-05-23 20:40:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
2463,2020-05-23 20:40:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
2469,2020-05-23 20:40:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2471,2020-05-23 20:40:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2474,2020-05-23 20:40:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2478,2020-05-23 20:40:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2486,2020-05-23 20:41:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1033,Google_home,Actie_uitsturen
2487,2020-05-23 20:41:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2488,2020-05-23 20:41:05+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,633,Tablet,Actie_uitsturen
2492,2020-05-23 20:41:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3081,Google_speaker,Actie_uitsturen
2494,2020-05-23 20:41:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
2497,2020-05-23 20:41:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2499,2020-05-23 20:41:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2500,2020-05-23 20:41:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2504,2020-05-23 20:41:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2515,2020-05-23 20:41:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2522,2020-05-23 20:41:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2527,2020-05-23 20:41:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2530,2020-05-23 20:41:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2532,2020-05-23 20:41:35+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
2533,2020-05-23 20:41:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2535,2020-05-23 20:41:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2537,2020-05-23 20:41:40+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
2545,2020-05-23 20:41:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
2547,2020-05-23 20:41:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2552,2020-05-23 20:41:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
2555,2020-05-23 20:42:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,533,Google_home,Actie_uitsturen
2558,2020-05-23 20:42:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,6766,Google_home,Actie_uitsturen
2561,2020-05-23 20:42:10+02:00,d4:f5:47:27:f9:8e,33:33:00:00:00:02,180,Google_home,Actie_uitsturen
2562,2020-05-23 20:42:10+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
2566,2020-05-23 20:42:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3121,Google_speaker,Actie_uitsturen
2567,2020-05-23 20:42:10+02:00,d4:f5:47:27:f9:8e,33:33:00:00:00:16,600,Google_home,Actie_uitsturen
2568,2020-05-23 20:42:10+02:00,d4:f5:47:27:f9:8e,33:33:ff:27:f9:8e,196,Google_home,Actie_uitsturen
2575,2020-05-23 20:42:15+02:00,d4:f5:47:27:f9:8e,33:33:00:00:00:02,180,Google_home,Actie_uitsturen
2576,2020-05-23 20:42:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,4934,Google_home,Actie_uitsturen
2577,2020-05-23 20:42:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
2579,2020-05-23 20:42:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,7010,Google_speaker,Actie_uitsturen
2582,2020-05-23 20:42:20+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
2583,2020-05-23 20:42:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,623,Google_speaker,Actie_uitsturen
2584,2020-05-23 20:42:20+02:00,d4:f5:47:27:f9:8e,33:33:00:00:00:02,180,Google_home,Actie_uitsturen
2589,2020-05-23 20:42:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1448,Google_speaker,Actie_uitsturen
2591,2020-05-23 20:42:25+02:00,d4:f5:47:27:f9:8e,33:33:00:00:00:02,180,Google_home,Actie_uitsturen
2592,2020-05-23 20:42:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,935,Google_home,Actie_uitsturen
2595,2020-05-23 20:42:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3626,Google_speaker,Actie_uitsturen
2596,2020-05-23 20:42:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2599,2020-05-23 20:42:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2604,2020-05-23 20:42:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3207,Google_speaker,Actie_uitsturen
2607,2020-05-23 20:42:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2913,Google_home,Actie_uitsturen
2609,2020-05-23 20:42:40+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
2610,2020-05-23 20:42:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
2616,2020-05-23 20:42:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2621,2020-05-23 20:42:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2630,2020-05-23 20:43:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1859,PhilipsHue,Actie_uitsturen
2633,2020-05-23 20:43:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2635,2020-05-23 20:43:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
2636,2020-05-23 20:43:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2679,Google_home,Actie_uitsturen
2638,2020-05-23 20:43:10+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
2641,2020-05-23 20:43:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3446,Google_speaker,Actie_uitsturen
2655,2020-05-23 20:43:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,4080,Google_speaker,Actie_uitsturen
2659,2020-05-23 20:43:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2677,2020-05-23 20:43:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2678,2020-05-23 20:43:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2680,2020-05-23 20:43:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2683,2020-05-23 20:43:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
2695,2020-05-23 20:44:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
2699,2020-05-23 20:44:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2701,2020-05-23 20:44:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2705,2020-05-23 20:44:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2583,Google_home,Actie_uitsturen
2708,2020-05-23 20:44:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2378,Google_speaker,Actie_uitsturen
2714,2020-05-23 20:44:20+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
2723,2020-05-23 20:44:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2724,2020-05-23 20:44:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2725,2020-05-23 20:44:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
2734,2020-05-23 20:44:40+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
2742,2020-05-23 20:44:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
2743,2020-05-23 20:44:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1542,Google_home,Actie_uitsturen
2746,2020-05-23 20:44:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3608,Google_speaker,Actie_uitsturen
2747,2020-05-23 20:44:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,524,Phone1,Actie_uitsturen
2758,2020-05-23 20:45:00+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
2760,2020-05-23 20:45:00+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1856,PhilipsHue,Actie_uitsturen
2766,2020-05-23 20:45:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,4068,Google_speaker,Actie_uitsturen
2768,2020-05-23 20:45:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
2770,2020-05-23 20:45:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
2771,2020-05-23 20:45:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,1230,Phone1,Actie_uitsturen
2772,2020-05-23 20:45:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,277,Phone1,Actie_uitsturen
2773,2020-05-23 20:45:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1537,Google_speaker,Actie_uitsturen
2774,2020-05-23 20:45:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
2775,2020-05-23 20:45:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,786,Phone1,Actie_uitsturen
2776,2020-05-23 20:45:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,554,Phone1,Actie_uitsturen
2778,2020-05-23 20:45:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2791,2020-05-23 20:45:20+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,831,Phone1,Actie_uitsturen
2801,2020-05-23 20:45:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2802,2020-05-23 20:45:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
2803,2020-05-23 20:45:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,831,Phone1,Actie_uitsturen
2809,2020-05-23 20:45:40+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,831,Phone1,Actie_uitsturen
2813,2020-05-23 20:45:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
2818,2020-05-23 20:45:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,554,Phone1,Actie_uitsturen
2819,2020-05-23 20:45:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
2823,2020-05-23 20:45:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2825,2020-05-23 20:45:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1608,Google_home,Actie_uitsturen
2831,2020-05-23 20:46:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2366,Google_home,Actie_uitsturen
2833,2020-05-23 20:46:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3093,Google_speaker,Actie_uitsturen
2834,2020-05-23 20:46:00+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,277,Phone1,Actie_uitsturen
2843,2020-05-23 20:46:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2846,2020-05-23 20:46:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
2847,2020-05-23 20:46:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,831,Phone1,Actie_uitsturen
2857,2020-05-23 20:46:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1503,Google_speaker,Actie_uitsturen
2860,2020-05-23 20:46:20+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,554,Phone1,Actie_uitsturen
2863,2020-05-23 20:46:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1448,Google_speaker,Actie_uitsturen
2866,2020-05-23 20:46:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1978,Google_home,Actie_uitsturen
2871,2020-05-23 20:46:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,524,Phone1,Actie_uitsturen
2872,2020-05-23 20:46:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,831,Phone1,Actie_uitsturen
2873,2020-05-23 20:46:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
2876,2020-05-23 20:46:30+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
2884,2020-05-23 20:46:40+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1386,PhilipsHue,Actie_uitsturen
2890,2020-05-23 20:46:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
2893,2020-05-23 20:46:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,3932,Google_home,Actie_uitsturen
2896,2020-05-23 20:46:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1450,Google_home,Actie_uitsturen
2903,2020-05-23 20:46:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:7f:ff:fa,554,Phone1,Actie_uitsturen
2905,2020-05-23 20:46:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
2906,2020-05-23 20:46:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
